country,value,year,month
france,77.37666011950297,2010,1
france,77.80657638472512,2010,2
france,78.18688692703704,2010,3
france,78.38530981867802,2010,4
france,78.47625364401348,2010,5
france,78.46798602352844,2010,6
france,78.24476027043232,2010,7
france,78.42664792110322,2010,8
france,78.36877457770794,2010,9
france,78.46798602352844,2010,10
france,78.5589298488639,2010,11
france,78.91443752972069,2010,12
france,78.72428225856471,2011,1
france,79.09632518039159,2011,2
france,79.74119957822482,2011,3
france,80.0140310542312,2011,4
france,80.0553691566564,2011,5
france,80.12151012053673,2011,6
france,79.76600243967995,2011,7
france,80.17938346393203,2011,8
france,80.12151012053673,2011,9
france,80.31166539169269,2011,10
france,80.5348911447888,2011,11
france,80.85732834370542,2011,12
france,80.57622924721402,2012,1
france,80.90693406661568,2012,2
france,81.57661132590403,2012,3
france,81.68409039220957,2012,4
france,81.64275228978435,2012,5
france,81.66755515123948,2012,6
france,81.3120474703827,2012,7
france,81.84944280191039,2012,8
france,81.6510199102694,2012,9
france,81.79983707900016,2012,10
france,81.67582277172453,2012,11
france,81.93211900676081,2012,12
france,81.51873798250874,2013,1
france,81.7502313560899,2013,2
france,82.370302892468,2013,3
france,82.24628858519237,2013,4
france,82.29589430810263,2013,5
france,82.4281762358633,2013,6
france,82.18014762131205,2013,7
france,82.56045816362396,2013,8
france,82.370302892468,2013,9
france,82.26282382616247,2013,10
france,82.2297533442223,2013,11
france,82.5108524407137,2013,12
france,82.04786569355139,2014,1
france,82.50258482022868,2014,2
france,82.87462774205552,2014,3
france,82.84155726011537,2014,4
france,82.85809250108545,2014,5
france,82.8250220191453,2014,6
france,82.56045816362396,2014,7
france,82.92423346496578,2014,8
france,82.6100638865342,2014,9
france,82.63486674798934,2014,10
france,82.49431719974363,2014,11
france,82.56045816362396,2014,12
france,81.73369611511981,2015,1
france,82.27935906713255,2015,2
france,82.81675439866024,2015,3
france,82.9076982239957,2015,4
france,83.1061211156367,2015,5
france,83.03998015175635,2015,6
france,82.70100771186966,2015,7
france,82.965571567391,2015,8
france,82.63486674798934,2015,9
france,82.68447247089958,2015,10
france,82.52738768168379,2015,11
france,82.70927533235471,2015,12
france,81.91558376579073,2016,1
france,82.12227427791676,2016,2
france,82.69274009138462,2016,3
france,82.75061343477991,2016,4
france,83.08958587466661,2016,5
france,83.19706494097215,2016,6
france,82.88289536254058,2016,7
france,83.15572683854694,2016,8
france,82.95730394690595,2016,9
france,82.98210680836107,2016,10
france,82.965571567391,2016,11
france,83.21360018194223,2016,12
france,83.01517729030124,2017,1
france,83.11438873612174,2017,2
france,83.64351644716439,2017,3
france,83.71792503152976,2017,4
france,83.75926313395497,2017,5
france,83.76753075444002,2017,6
france,83.47816403746356,2017,7
france,83.90808030268572,2017,8
france,83.77579837492505,2017,9
france,83.85847457977547,2017,10
france,83.94115078462588,2017,11
france,84.2057146401472,2017,12
france,84.12303843529679,2018,1
france,84.09823557384166,2018,2
france,84.94980048380094,2018,3
france,85.09035003204664,2018,4
france,85.45412533338848,2018,5
france,85.4623929538735,2018,6
france,85.38798436950815,2018,7
france,85.80136539376021,2018,8
france,85.6194777430893,2018,9
france,85.71042156842475,2018,10
france,85.52853391775383,2018,11
france,85.54506915872392,2018,12
france,85.16475861641202,2019,1
france,85.20609671883722,2019,2
france,85.89230921909567,2019,3
france,86.16514069510202,2019,4
france,86.2560845204375,2019,5
france,86.46277503256353,2019,6
france,86.2974226228627,2019,7
france,86.69426840614469,2019,8
france,86.39663406868318,2019,9
france,86.36356358674303,2019,10
france,86.41316930965328,2019,11
france,86.79347985196517,2019,12
france,86.42970455062336,2020,1
france,86.42143693013831,2020,2
france,86.47104265304857,2020,3
france,86.44623979159344,2020,4
france,86.57025409886906,2020,5
france,86.6363950627494,2020,6
france,86.96709988215105,2020,7
france,86.88442367730065,2020,8
france,86.4379721711084,2020,9
france,86.40490168916824,2020,10
france,86.58678933983914,2020,11
france,86.7769446109951,2020,12
france,86.90922653875576,2021,1
france,86.90922653875576,2021,2
france,87.43008662931338,2021,3
france,87.52103045464882,2021,4
france,87.80212955114024,2021,5
france,87.91787623793083,2021,6
france,87.96748196084107,2021,7
france,88.50487729236877,2021,8
france,88.30645440072777,2021,9
france,88.67022970206959,2021,10
france,88.99266690098621,2021,11
france,89.16628693117208,2021,12
france,89.3895126842682,2022,1
france,90.0674575640416,2022,2
france,91.34893873922303,2022,3
france,91.74578452250502,2022,4
france,92.36585605888313,2022,5
france,93.05206855914156,2022,6
france,93.31663241466289,2022,7
france,93.73828105940001,2022,8
france,93.20915334835735,2022,9
france,94.16819732462216,2022,10
france,94.46583166208364,2022,11
france,94.38315545723324,2022,12
france,94.74693075857506,2023,1
france,95.72250997580996,2023,2
france,96.55753964479914,2023,3
france,97.14454069923708,2023,4
france,97.09493497632684,2023,5
france,97.26855500651271,2023,6
france,97.31816072942296,2023,7
france,98.29373994665785,2023,8
france,97.77287985610025,2023,9
france,97.91342940434593,2023,10
france,97.7480769946451,2023,11
france,97.88035892240578,2023,12
france,97.71500651270495,2024,1
france,98.55830380217917,2024,2
france,98.77326193479026,2024,3
france,99.26931916389275,2024,4
france,99.3023896458329,2024,5
france,99.37679823019828,2024,6
france,99.55868588086919,2024,7
france,100.0878135919118,2024,8
france,98.84767051915561,2024,9
france,99.12050199516199,2024,10
france,98.97995244691629,2024,11
france,99.17010771807225,2024,12
france,99.32719250728803,2025,1
france,99.3437277482581,2025,2
france,99.52561539892902,2025,3
france,100.0878135919118,2025,4
france,99.95553166415118,2025,5
france,100.3358422064631,2025,6
france,100.5508003390742,2025,7
france,100.9724489838113,2025,8
france,99.9968697665764,2025,9
france,100.0547431099717,2025,10
france,99.87285545930077,2025,11
france,99.95553166415118,2025,12
france,99.62,2026,1
france,100.24,2026,2
united_kingdom,80.0,2006,1
united_kingdom,80.2,2006,2
united_kingdom,80.4,2006,3
united_kingdom,80.9,2006,4
united_kingdom,81.3,2006,5
united_kingdom,81.5,2006,6
united_kingdom,81.5,2006,7
united_kingdom,81.8,2006,8
united_kingdom,81.9,2006,9
united_kingdom,82.0,2006,10
united_kingdom,82.2,2006,11
united_kingdom,82.6,2006,12
united_kingdom,82.1,2007,1
united_kingdom,82.4,2007,2
united_kingdom,82.8,2007,3
united_kingdom,83.1,2007,4
united_kingdom,83.3,2007,5
united_kingdom,83.5,2007,6
united_kingdom,83.1,2007,7
united_kingdom,83.4,2007,8
united_kingdom,83.5,2007,9
united_kingdom,83.8,2007,10
united_kingdom,84.1,2007,11
united_kingdom,84.5,2007,12
united_kingdom,84.1,2008,1
united_kingdom,84.6,2008,2
united_kingdom,84.9,2008,3
united_kingdom,85.6,2008,4
united_kingdom,86.1,2008,5
united_kingdom,86.6,2008,6
united_kingdom,86.6,2008,7
united_kingdom,87.1,2008,8
united_kingdom,87.5,2008,9
united_kingdom,87.3,2008,10
united_kingdom,87.3,2008,11
united_kingdom,87.1,2008,12
united_kingdom,86.6,2009,1
united_kingdom,87.2,2009,2
united_kingdom,87.3,2009,3
united_kingdom,87.5,2009,4
united_kingdom,87.9,2009,5
united_kingdom,88.1,2009,6
united_kingdom,88.0,2009,7
united_kingdom,88.3,2009,8
united_kingdom,88.3,2009,9
united_kingdom,88.4,2009,10
united_kingdom,88.6,2009,11
united_kingdom,88.9,2009,12
united_kingdom,88.8,2010,1
united_kingdom,89.0,2010,2
united_kingdom,89.4,2010,3
united_kingdom,89.9,2010,4
united_kingdom,90.1,2010,5
united_kingdom,90.2,2010,6
united_kingdom,90.0,2010,7
united_kingdom,90.4,2010,8
united_kingdom,90.4,2010,9
united_kingdom,90.6,2010,10
united_kingdom,90.9,2010,11
united_kingdom,91.7,2010,12
united_kingdom,91.8,2011,1
united_kingdom,92.3,2011,2
united_kingdom,92.6,2011,3
united_kingdom,93.3,2011,4
united_kingdom,93.5,2011,5
united_kingdom,93.5,2011,6
united_kingdom,93.5,2011,7
united_kingdom,93.9,2011,8
united_kingdom,94.5,2011,9
united_kingdom,94.5,2011,10
united_kingdom,94.7,2011,11
united_kingdom,95.0,2011,12
united_kingdom,94.7,2012,1
united_kingdom,95.2,2012,2
united_kingdom,95.4,2012,3
united_kingdom,95.9,2012,4
united_kingdom,95.9,2012,5
united_kingdom,95.6,2012,6
united_kingdom,95.7,2012,7
united_kingdom,96.1,2012,8
united_kingdom,96.4,2012,9
united_kingdom,96.8,2012,10
united_kingdom,97.0,2012,11
united_kingdom,97.3,2012,12
united_kingdom,97.0,2013,1
united_kingdom,97.5,2013,2
united_kingdom,97.8,2013,3
united_kingdom,98.0,2013,4
united_kingdom,98.2,2013,5
united_kingdom,98.0,2013,6
united_kingdom,98.0,2013,7
united_kingdom,98.4,2013,8
united_kingdom,98.7,2013,9
united_kingdom,98.8,2013,10
united_kingdom,98.8,2013,11
united_kingdom,99.2,2013,12
united_kingdom,98.7,2014,1
united_kingdom,99.1,2014,2
united_kingdom,99.3,2014,3
united_kingdom,99.6,2014,4
united_kingdom,99.6,2014,5
united_kingdom,99.8,2014,6
united_kingdom,99.6,2014,7
united_kingdom,99.9,2014,8
united_kingdom,100.0,2014,9
united_kingdom,100.1,2014,10
united_kingdom,99.9,2014,11
united_kingdom,99.9,2014,12
united_kingdom,99.2,2015,1
united_kingdom,99.5,2015,2
united_kingdom,99.6,2015,3
united_kingdom,99.9,2015,4
united_kingdom,100.1,2015,5
united_kingdom,100.1,2015,6
united_kingdom,100.0,2015,7
united_kingdom,100.3,2015,8
united_kingdom,100.2,2015,9
united_kingdom,100.3,2015,10
united_kingdom,100.3,2015,11
united_kingdom,100.4,2015,12
united_kingdom,99.9,2016,1
united_kingdom,100.1,2016,2
united_kingdom,100.4,2016,3
united_kingdom,100.6,2016,4
united_kingdom,100.8,2016,5
united_kingdom,101.0,2016,6
united_kingdom,100.9,2016,7
united_kingdom,101.2,2016,8
united_kingdom,101.5,2016,9
united_kingdom,101.6,2016,10
united_kingdom,101.8,2016,11
united_kingdom,102.2,2016,12
united_kingdom,101.8,2017,1
united_kingdom,102.4,2017,2
united_kingdom,102.7,2017,3
united_kingdom,103.2,2017,4
united_kingdom,103.5,2017,5
united_kingdom,103.5,2017,6
united_kingdom,103.5,2017,7
united_kingdom,104.0,2017,8
united_kingdom,104.3,2017,9
united_kingdom,104.4,2017,10
united_kingdom,104.7,2017,11
united_kingdom,105.0,2017,12
united_kingdom,104.5,2018,1
united_kingdom,104.9,2018,2
united_kingdom,105.1,2018,3
united_kingdom,105.5,2018,4
united_kingdom,105.9,2018,5
united_kingdom,105.9,2018,6
united_kingdom,105.9,2018,7
united_kingdom,106.5,2018,8
united_kingdom,106.6,2018,9
united_kingdom,106.7,2018,10
united_kingdom,106.9,2018,11
united_kingdom,107.1,2018,12
united_kingdom,106.4,2019,1
united_kingdom,106.8,2019,2
united_kingdom,107.0,2019,3
united_kingdom,107.6,2019,4
united_kingdom,107.9,2019,5
united_kingdom,107.9,2019,6
united_kingdom,108.0,2019,7
united_kingdom,108.3,2019,8
united_kingdom,108.4,2019,9
united_kingdom,108.3,2019,10
united_kingdom,108.5,2019,11
united_kingdom,108.5,2019,12
united_kingdom,108.3,2020,1
united_kingdom,108.6,2020,2
united_kingdom,108.6,2020,3
united_kingdom,108.6,2020,4
united_kingdom,108.6,2020,5
united_kingdom,108.8,2020,6
united_kingdom,109.2,2020,7
united_kingdom,108.8,2020,8
united_kingdom,109.2,2020,9
united_kingdom,109.2,2020,10
united_kingdom,109.1,2020,11
united_kingdom,109.4,2020,12
united_kingdom,109.3,2021,1
united_kingdom,109.4,2021,2
united_kingdom,109.7,2021,3
united_kingdom,110.4,2021,4
united_kingdom,111.0,2021,5
united_kingdom,111.4,2021,6
united_kingdom,111.4,2021,7
united_kingdom,112.1,2021,8
united_kingdom,112.4,2021,9
united_kingdom,113.4,2021,10
united_kingdom,114.1,2021,11
united_kingdom,114.7,2021,12
united_kingdom,114.6,2022,1
united_kingdom,115.4,2022,2
united_kingdom,116.5,2022,3
united_kingdom,119.0,2022,4
united_kingdom,119.7,2022,5
united_kingdom,120.5,2022,6
united_kingdom,121.2,2022,7
united_kingdom,121.8,2022,8
united_kingdom,122.3,2022,9
united_kingdom,124.3,2022,10
united_kingdom,124.8,2022,11
united_kingdom,125.3,2022,12
united_kingdom,124.8,2023,1
united_kingdom,126.0,2023,2
united_kingdom,126.8,2023,3
united_kingdom,128.3,2023,4
united_kingdom,129.1,2023,5
united_kingdom,129.4,2023,6
united_kingdom,129.0,2023,7
united_kingdom,129.4,2023,8
united_kingdom,130.1,2023,9
united_kingdom,130.2,2023,10
united_kingdom,130.0,2023,11
united_kingdom,130.5,2023,12
united_kingdom,130.0,2024,1
united_kingdom,130.8,2024,2
united_kingdom,131.6,2024,3
united_kingdom,132.2,2024,4
united_kingdom,132.7,2024,5
united_kingdom,133.0,2024,6
united_kingdom,132.9,2024,7
united_kingdom,133.4,2024,8
united_kingdom,133.5,2024,9
united_kingdom,134.3,2024,10
united_kingdom,134.6,2024,11
united_kingdom,135.1,2024,12
united_kingdom,135.1,2025,1
united_kingdom,135.6,2025,2
united_kingdom,136.1,2025,3
united_kingdom,137.7,2025,4
united_kingdom,138.0,2025,5
united_kingdom,138.4,2025,6
united_kingdom,138.5,2025,7
united_kingdom,138.9,2025,8
united_kingdom,138.9,2025,9
united_kingdom,139.5,2025,10
united_kingdom,139.4,2025,11
united_kingdom,139.9,2025,12
united_kingdom,139.4,2026,1
united_kingdom,140.0,2026,2
india,56.73217993059745,2006,1
india,56.73217993059745,2006,2
india,56.73217993059745,2006,3
india,57.20892093841759,2006,4
india,57.68566194623774,2006,5
india,58.63914396187802,2006,6
india,59.11588496969817,2006,7
india,59.11588496969817,2006,8
india,59.59262597751831,2006,9
india,60.54610799315872,2006,10
india,60.54610799315872,2006,11
india,60.54610799315872,2006,12
india,60.54610799315872,2007,1
india,61.02284900097886,2007,2
india,60.54610799315872,2007,3
india,61.02284900097886,2007,4
india,61.49959000879901,2007,5
india,61.97633101661915,2007,6
india,62.92981303225944,2007,7
india,63.40655404007958,2007,8
india,63.40655404007958,2007,9
india,63.88329504789973,2007,10
india,63.88329504789973,2007,11
india,63.88329504789973,2007,12
india,63.88329504789973,2008,1
india,64.36003605571987,2008,2
india,65.31351807136016,2008,3
india,65.7902590791803,2008,4
india,66.26700008700044,2008,5
india,66.74374109482059,2008,6
india,68.17396411828102,2008,7
india,69.1274461339213,2008,8
india,69.60418714174145,2008,9
india,70.55766915738172,2008,10
india,70.55766915738172,2008,11
india,70.08092814956159,2008,12
india,70.55766915738172,2009,1
india,70.55766915738172,2009,2
india,70.55766915738172,2009,3
india,71.51115117302201,2009,4
india,71.98789218084217,2009,5
india,72.94137419648246,2009,6
india,76.27856125122346,2009,7
india,77.23204326686387,2009,8
india,77.708784274684,2009,9
india,78.6622662903243,2009,10
india,80.09248931378472,2009,11
india,80.56923032160488,2009,12
india,81.9994533450653,2010,1
india,81.04597132942502,2010,2
india,81.04597132942502,2010,3
india,81.04597132942502,2010,4
india,81.9994533450653,2010,5
india,82.9529353607056,2010,6
india,84.85989939198616,2010,7
india,84.85989939198616,2010,8
india,85.33664039980631,2010,9
india,86.29012241544659,2010,10
india,86.76686342326674,2010,11
india,88.19708644672717,2010,12
india,89.6273094701876,2011,1
india,88.19708644672717,2011,2
india,88.19708644672717,2011,3
india,88.67382745454731,2011,4
india,89.15056846236745,2011,5
india,90.10405047800774,2011,6
india,92.01101450928832,2011,7
india,92.48775551710845,2011,8
india,93.91797854056901,2011,9
india,94.39471954838916,2011,10
india,94.8714605562093,2011,11
india,94.45572234167727,2011,12
india,94.7883129133029,2012,1
india,95.28719877074133,2012,2
india,96.03552755689898,2012,3
india,97.36588984340148,2012,4
india,98.28051391537196,2012,5
india,99.44458091606164,2012,6
india,100.9412384883769,2012,7
india,102.188453131973,2012,8
india,103.1030772039435,2012,9
india,103.8514059901012,2012,10
india,104.2671442046332,2012,11
india,104.433439490446,2012,12
india,104.6,2013,1
india,105.3,2013,2
india,105.3,2013,3
india,106.1,2013,4
india,106.9,2013,5
india,109.3,2013,6
india,111.0,2013,7
india,112.4,2013,8
india,113.7,2013,9
india,114.8,2013,10
india,116.3,2013,11
india,114.5,2013,12
india,113.6,2014,1
india,113.6,2014,2
india,114.2,2014,3
india,115.1,2014,4
india,115.8,2014,5
india,116.7,2014,6
india,119.2,2014,7
india,120.3,2014,8
india,120.1,2014,9
india,120.1,2014,10
india,120.1,2014,11
india,119.4,2014,12
india,119.5,2015,1
india,119.7,2015,2
india,120.2,2015,3
india,120.7,2015,4
india,121.6,2015,5
india,123.0,2015,6
india,123.6,2015,7
india,124.8,2015,8
india,125.4,2015,9
india,126.1,2015,10
india,126.6,2015,11
india,126.1,2015,12
india,126.3,2016,1
india,126.0,2016,2
india,126.0,2016,3
india,127.3,2016,4
india,128.6,2016,5
india,130.1,2016,6
india,131.1,2016,7
india,131.1,2016,8
india,130.9,2016,9
india,131.4,2016,10
india,131.2,2016,11
india,130.4,2016,12
india,130.3,2017,1
india,130.6,2017,2
india,130.8,2017,3
india,131.1,2017,4
india,131.4,2017,5
india,132.1,2017,6
india,134.2,2017,7
india,135.4,2017,8
india,135.2,2017,9
india,136.1,2017,10
india,137.6,2017,11
india,137.2,2017,12
india,136.9,2018,1
india,136.4,2018,2
india,136.5,2018,3
india,137.1,2018,4
india,137.8,2018,5
india,138.5,2018,6
india,139.8,2018,7
india,140.4,2018,8
india,140.2,2018,9
india,140.6,2018,10
india,140.8,2018,11
india,140.1,2018,12
india,139.6,2019,1
india,139.9,2019,2
india,140.4,2019,3
india,141.2,2019,4
india,142.0,2019,5
india,142.9,2019,6
india,144.2,2019,7
india,145.0,2019,8
india,145.8,2019,9
india,147.2,2019,10
india,148.6,2019,11
india,150.4,2019,12
india,150.2,2020,1
india,149.1,2020,2
india,148.6,2020,3
india,151.4,2020,4
india,150.9,2020,5
india,151.8,2020,6
india,153.9,2020,7
india,154.7,2020,8
india,156.4,2020,9
india,158.4,2020,10
india,158.9,2020,11
india,157.3,2020,12
india,156.3,2021,1
india,156.6,2021,2
india,156.8,2021,3
india,157.8,2021,4
india,160.4,2021,5
india,161.3,2021,6
india,162.5,2021,7
india,162.9,2021,8
india,163.2,2021,9
india,165.5,2021,10
india,166.7,2021,11
india,166.1,2021,12
india,165.7,2022,1
india,166.1,2022,2
india,167.7,2022,3
india,170.1,2022,4
india,171.7,2022,5
india,172.6,2022,6
india,173.4,2022,7
india,174.3,2022,8
india,175.3,2022,9
india,176.7,2022,10
india,176.5,2022,11
india,175.7,2022,12
india,176.5,2023,1
india,176.8,2023,2
india,177.2,2023,3
india,178.1,2023,4
india,179.0,2023,5
india,181.0,2023,6
india,186.3,2023,7
india,186.2,2023,8
india,184.1,2023,9
india,185.3,2023,10
india,186.3,2023,11
india,185.7,2023,12
india,185.5,2024,1
india,185.8,2024,2
india,185.8,2024,3
india,186.7,2024,4
india,187.7,2024,5
india,190.2,2024,6
india,193.0,2024,7
india,193.0,2024,8
india,194.2,2024,9
india,196.8,2024,10
india,196.5,2024,11
india,195.4,2024,12
india,193.4,2025,1
india,192.5,2025,2
india,192.0,2025,3
india,192.6,2025,4
india,193.0,2025,5
india,194.2,2025,6
india,196.1,2025,7
india,197.0,2025,8
india,197.0,2025,9
india,197.3,2025,10
india,197.9,2025,11
india,198.0,2025,12
italy,85.43767,2006,1
italy,85.63729,2006,2
italy,85.83691,2006,3
italy,86.10307,2006,4
italy,86.36923,2006,5
italy,86.43578,2006,6
italy,86.70193,2006,7
italy,86.83501,2006,8
italy,86.76847,2006,9
italy,86.70193,2006,10
italy,86.76847,2006,11
italy,86.83501,2006,12
italy,86.90155,2007,1
italy,87.16772,2007,2
italy,87.3008,2007,3
italy,87.43388,2007,4
italy,87.70004,2007,5
italy,87.89966,2007,6
italy,88.09928,2007,7
italy,88.23236,2007,8
italy,88.23236,2007,9
italy,88.49852,2007,10
italy,88.83122,2007,11
italy,89.09738,2007,12
italy,89.49662,2008,1
italy,89.69624,2008,2
italy,90.16203,2008,3
italy,90.36165,2008,4
italy,90.82743,2008,5
italy,91.22667,2008,6
italy,91.69245,2008,7
italy,91.82553,2008,8
italy,91.55937,2008,9
italy,91.55937,2008,10
italy,91.22667,2008,11
italy,91.09359,2008,12
italy,90.96051,2009,1
italy,91.16013,2009,2
italy,91.22667,2009,3
italy,91.42629,2009,4
italy,91.62591,2009,5
italy,91.69245,2009,6
italy,91.69245,2009,7
italy,91.95861,2009,8
italy,91.759,2009,9
italy,91.82553,2009,10
italy,91.82553,2009,11
italy,92.02515,2009,12
italy,92.15823,2010,1
italy,92.22477,2010,2
italy,92.49094,2010,3
italy,92.82363,2010,4
italy,92.89017,2010,5
italy,92.89017,2010,6
italy,93.22288,2010,7
italy,93.4225,2010,8
italy,93.22288,2010,9
italy,93.4225,2010,10
italy,93.4225,2010,11
italy,93.7552,2010,12
italy,94.13953,2011,1
italy,94.4186,2011,2
italy,94.7907,2011,3
italy,95.25581,2011,4
italy,95.34884,2011,5
italy,95.44186,2011,6
italy,95.72093,2011,7
italy,96.0,2011,8
italy,96.0,2011,9
italy,96.55814,2011,10
italy,96.46512,2011,11
italy,96.83721,2011,12
italy,97.11628,2012,1
italy,97.48837,2012,2
italy,97.95349,2012,3
italy,98.4186,2012,4
italy,98.4186,2012,5
italy,98.60465,2012,6
italy,98.69768,2012,7
italy,99.06977,2012,8
italy,99.06977,2012,9
italy,99.06977,2012,10
italy,98.88372,2012,11
italy,99.06977,2012,12
italy,99.25581,2013,1
italy,99.34884,2013,2
italy,99.53488,2013,3
italy,99.53488,2013,4
italy,99.53488,2013,5
italy,99.81396,2013,6
italy,99.90697,2013,7
italy,100.2791,2013,8
italy,100.0,2013,9
italy,99.81396,2013,10
italy,99.53488,2013,11
italy,99.72093,2013,12
italy,99.90697,2014,1
italy,99.81396,2014,2
italy,99.90697,2014,3
italy,100.093,2014,4
italy,100.0,2014,5
italy,100.093,2014,6
italy,100.0,2014,7
italy,100.186,2014,8
italy,99.81396,2014,9
italy,99.90697,2014,10
italy,99.72093,2014,11
italy,99.72093,2014,12
italy,99.34884,2015,1
italy,99.72093,2015,2
italy,99.81396,2015,3
italy,100.0,2015,4
italy,100.093,2015,5
italy,100.2791,2015,6
italy,100.186,2015,7
italy,100.3721,2015,8
italy,100.0,2015,9
italy,100.186,2015,10
italy,99.81396,2015,11
italy,99.81396,2015,12
italy,99.6,2016,1
italy,99.4,2016,2
italy,99.6,2016,3
italy,99.5,2016,4
italy,99.8,2016,5
italy,99.9,2016,6
italy,100.1,2016,7
italy,100.3,2016,8
italy,100.1,2016,9
italy,100.0,2016,10
italy,99.9,2016,11
italy,100.3,2016,12
italy,100.6,2017,1
italy,101.0,2017,2
italy,101.0,2017,3
italy,101.4,2017,4
italy,101.2,2017,5
italy,101.1,2017,6
italy,101.2,2017,7
italy,101.5,2017,8
italy,101.2,2017,9
italy,101.0,2017,10
italy,100.8,2017,11
italy,101.2,2017,12
italy,101.5,2018,1
italy,101.5,2018,2
italy,101.8,2018,3
italy,101.9,2018,4
italy,102.2,2018,5
italy,102.4,2018,6
italy,102.7,2018,7
italy,103.1,2018,8
italy,102.6,2018,9
italy,102.6,2018,10
italy,102.4,2018,11
italy,102.3,2018,12
italy,102.4,2019,1
italy,102.5,2019,2
italy,102.8,2019,3
italy,103.0,2019,4
italy,103.0,2019,5
italy,103.1,2019,6
italy,103.1,2019,7
italy,103.5,2019,8
italy,102.9,2019,9
italy,102.8,2019,10
italy,102.6,2019,11
italy,102.8,2019,12
italy,102.9,2020,1
italy,102.8,2020,2
italy,102.9,2020,3
italy,103.0,2020,4
italy,102.8,2020,5
italy,102.9,2020,6
italy,102.7,2020,7
italy,103.0,2020,8
italy,102.3,2020,9
italy,102.5,2020,10
italy,102.4,2020,11
italy,102.6,2020,12
italy,103.3,2021,1
italy,103.4,2021,2
italy,103.7,2021,3
italy,104.1,2021,4
italy,104.1,2021,5
italy,104.2,2021,6
italy,104.7,2021,7
italy,105.1,2021,8
italy,104.9,2021,9
italy,105.6,2021,10
italy,106.2,2021,11
italy,106.6,2021,12
italy,108.3,2022,1
italy,109.3,2022,2
italy,110.4,2022,3
italy,110.3,2022,4
italy,111.2,2022,5
italy,112.5,2022,6
italy,113.0,2022,7
italy,113.9,2022,8
italy,114.2,2022,9
italy,118.1,2022,10
italy,118.7,2022,11
italy,119.0,2022,12
italy,119.1,2023,1
italy,119.3,2023,2
italy,118.8,2023,3
italy,119.3,2023,4
italy,119.7,2023,5
italy,119.7,2023,6
italy,119.7,2023,7
italy,120.1,2023,8
italy,120.3,2023,9
italy,120.1,2023,10
italy,119.5,2023,11
italy,119.7,2023,12
italy,120.1,2024,1
italy,120.2,2024,2
italy,120.2,2024,3
italy,120.3,2024,4
italy,120.6,2024,5
italy,120.7,2024,6
italy,121.2,2024,7
italy,121.4,2024,8
