country,year,month,lsci
japan,2022,2,384.22
japan,2022,5,387.51
japan,2022,8,388.77
japan,2022,11,404.03
japan,2023,1,400.61
japan,2023,2,401.73
japan,2023,3,407.63
japan,2023,4,408.01
japan,2023,5,412.81
japan,2023,6,410.66
japan,2023,7,412.98
japan,2023,8,414.58
japan,2023,9,416.97
japan,2023,10,416.24
japan,2023,11,415.05
japan,2023,12,417.27
japan,2024,1,419.0
japan,2024,2,420.86
japan,2024,3,422.13
japan,2024,4,422.25
japan,2024,5,423.47
japan,2024,6,424.58
japan,2024,7,421.15
japan,2024,8,412.95
japan,2024,9,410.72
japan,2024,10,410.9
japan,2024,11,412.91
japan,2024,12,410.43
japan,2025,1,409.85
japan,2025,2,410.2
japan,2025,3,411.12
japan,2025,4,415.35
japan,2025,5,422.24
japan,2025,6,422.32
japan,2025,7,428.42
japan,2025,8,428.22
japan,2025,9,430.82
japan,2025,10,423.38
japan,2025,11,423.56
japan,2025,12,427.18
japan,2026,1,423.97
japan,2026,2,420.91
japan,2026,3,420.84
mexico,2006,2,143.57
mexico,2006,5,142.38
mexico,2006,8,139.67
mexico,2006,11,142.53
mexico,2007,2,138.61
mexico,2007,5,143.59
mexico,2007,8,142.52
mexico,2007,11,141.7
mexico,2008,2,151.41
mexico,2008,5,154.33
mexico,2008,8,156.61
mexico,2008,11,161.29
mexico,2009,2,164.2
mexico,2009,5,162.29
mexico,2009,8,150.69
mexico,2009,11,146.59
mexico,2010,2,146.98
mexico,2010,5,153.24
mexico,2010,8,158.43
mexico,2010,11,163.45
mexico,2011,2,162.51
mexico,2011,5,162.53
mexico,2011,8,155.93
mexico,2011,11,164.09
mexico,2012,2,152.5
mexico,2012,5,147.44
mexico,2012,8,155.96
mexico,2012,11,159.5
mexico,2013,2,161.06
mexico,2013,5,164.75
mexico,2013,8,168.71
mexico,2013,11,166.65
mexico,2014,2,159.52
mexico,2014,5,160.45
mexico,2014,8,167.26
mexico,2014,11,168.96
mexico,2015,2,173.04
mexico,2015,5,170.29
mexico,2015,8,169.68
mexico,2015,11,175.71
mexico,2016,2,173.38
mexico,2016,5,174.27
mexico,2016,8,169.71
mexico,2016,11,161.05
mexico,2017,2,160.31
mexico,2017,5,160.36
mexico,2017,8,166.02
mexico,2017,11,165.26
mexico,2018,2,164.2
mexico,2018,5,162.19
mexico,2018,8,165.86
mexico,2018,11,166.01
mexico,2019,2,167.2
mexico,2019,5,167.22
mexico,2019,8,172.27
mexico,2019,11,180.56
mexico,2020,2,178.85
mexico,2020,5,177.07
mexico,2020,8,173.79
mexico,2020,11,176.1
mexico,2021,2,179.28
mexico,2021,5,170.47
mexico,2021,8,174.39
mexico,2021,11,172.37
mexico,2022,2,173.11
mexico,2022,5,162.03
mexico,2022,8,169.96
mexico,2022,11,176.15
mexico,2023,1,177.29
mexico,2023,2,178.41
mexico,2023,3,170.13
mexico,2023,4,179.69
mexico,2023,5,176.47
mexico,2023,6,173.35
mexico,2023,7,181.09
mexico,2023,8,181.62
mexico,2023,9,181.34
mexico,2023,10,184.53
mexico,2023,11,184.7
mexico,2023,12,188.44
mexico,2024,1,189.4
mexico,2024,2,189.44
mexico,2024,3,190.19
mexico,2024,4,190.13
mexico,2024,5,187.24
mexico,2024,6,194.38
mexico,2024,7,199.48
mexico,2024,8,199.65
mexico,2024,9,193.01
mexico,2024,10,193.37
mexico,2024,11,189.17
mexico,2024,12,181.74
mexico,2025,1,187.58
mexico,2025,2,189.95
mexico,2025,3,188.23
mexico,2025,4,187.34
mexico,2025,5,190.87
mexico,2025,6,184.85
mexico,2025,7,190.36
mexico,2025,8,190.88
mexico,2025,9,192.31
mexico,2025,10,190.13
mexico,2025,11,193.39
mexico,2025,12,193.2
mexico,2026,1,190.4
mexico,2026,2,193.03
mexico,2026,3,192.93
south_korea,2006,2,428.35
south_korea,2006,5,431.48
south_korea,2006,8,432.31
south_korea,2006,11,438.43
south_korea,2007,2,444.98
south_korea,2007,5,443.68
south_korea,2007,8,453.91
south_korea,2007,11,465.23
south_korea,2008,2,457.76
south_korea,2008,5,456.89
south_korea,2008,8,461.16
south_korea,2008,11,458.14
south_korea,2009,2,470.67
south_korea,2009,5,474.85
south_korea,2009,8,456.55
south_korea,2009,11,457.08
south_korea,2010,2,455.58
south_korea,2010,5,478.93
south_korea,2010,8,518.0
south_korea,2010,11,509.76
south_korea,2011,2,513.73
south_korea,2011,5,530.35
south_korea,2011,8,528.61
south_korea,2011,11,519.93
south_korea,2012,2,500.69
south_korea,2012,5,506.11
south_korea,2012,8,519.58
south_korea,2012,11,527.63
south_korea,2013,2,525.49
south_korea,2013,5,520.25
south_korea,2013,8,517.53
south_korea,2013,11,520.48
south_korea,2014,2,507.39
south_korea,2014,5,506.76
south_korea,2014,8,503.9
south_korea,2014,11,508.88
south_korea,2015,2,519.49
south_korea,2015,5,529.7
south_korea,2015,8,541.55
south_korea,2015,11,529.39
south_korea,2016,2,536.18
south_korea,2016,5,536.45
south_korea,2016,8,546.43
south_korea,2016,11,526.65
south_korea,2017,2,528.12
south_korea,2017,5,536.44
south_korea,2017,8,542.2
south_korea,2017,11,543.29
south_korea,2018,2,545.63
south_korea,2018,5,555.17
south_korea,2018,8,555.98
south_korea,2018,11,553.32
south_korea,2019,2,556.09
south_korea,2019,5,568.42
south_korea,2019,8,565.51
south_korea,2019,11,559.26
south_korea,2020,2,558.91
south_korea,2020,5,543.01
south_korea,2020,8,549.61
south_korea,2020,11,555.81
south_korea,2021,2,552.78
south_korea,2021,5,560.26
south_korea,2021,8,561.54
south_korea,2021,11,583.06
south_korea,2022,2,587.34
south_korea,2022,5,582.03
south_korea,2022,8,598.74
south_korea,2022,11,596.68
south_korea,2023,1,604.84
south_korea,2023,2,601.17
south_korea,2023,3,606.35
south_korea,2023,4,612.49
south_korea,2023,5,622.06
south_korea,2023,6,623.43
south_korea,2023,7,630.62
south_korea,2023,8,638.07
south_korea,2023,9,636.36
south_korea,2023,10,642.03
south_korea,2023,11,639.46
south_korea,2023,12,640.97
south_korea,2024,1,636.81
south_korea,2024,2,640.26
south_korea,2024,3,643.96
south_korea,2024,4,642.6
south_korea,2024,5,640.6
south_korea,2024,6,640.8
south_korea,2024,7,637.85
south_korea,2024,8,639.1
south_korea,2024,9,636.28
south_korea,2024,10,639.29
south_korea,2024,11,640.54
south_korea,2024,12,639.84
south_korea,2025,1,640.67
south_korea,2025,2,629.21
south_korea,2025,3,622.77
south_korea,2025,4,626.46
south_korea,2025,5,626.51
south_korea,2025,6,624.66
south_korea,2025,7,622.82
south_korea,2025,8,618.54
south_korea,2025,9,625.36
south_korea,2025,10,630.55
south_korea,2025,11,632.05
south_korea,2025,12,631.28
south_korea,2026,1,633.41
south_korea,2026,2,636.15
south_korea,2026,3,637.6
russia,2006,2,125.43
russia,2006,5,131.12
russia,2006,8,129.71
russia,2006,11,133.46
russia,2007,2,137.77
russia,2007,5,135.91
russia,2007,8,139.3
russia,2007,11,148.46
russia,2008,2,151.51
russia,2008,5,151.12
russia,2008,8,148.28
russia,2008,11,160.53
russia,2009,2,160.69
russia,2009,5,156.89
russia,2009,8,139.45
russia,2009,11,142.49
russia,2010,2,148.57
russia,2010,5,153.71
russia,2010,8,162.79
russia,2010,11,161.04
russia,2011,2,161.73
russia,2011,5,161.92
russia,2011,8,174.74
russia,2011,11,178.72
russia,2012,2,185.54
russia,2012,5,218.45
russia,2012,8,225.02
russia,2012,11,232.81
russia,2013,2,231.34
russia,2013,5,225.09
russia,2013,8,229.6
russia,2013,11,235.5
russia,2014,2,235.83
russia,2014,5,241.24
russia,2014,8,234.24
russia,2014,11,232.95
russia,2015,2,228.74
russia,2015,5,223.54
russia,2015,8,217.11
russia,2015,11,233.92
russia,2016,2,229.87
russia,2016,5,210.22
russia,2016,8,203.71
russia,2016,11,206.06
russia,2017,2,210.37
russia,2017,5,208.04
russia,2017,8,202.85
russia,2017,11,209.32
russia,2018,2,207.4
russia,2018,5,201.1
russia,2018,8,197.43
russia,2018,11,200.36
russia,2019,2,199.66
russia,2019,5,191.6
russia,2019,8,187.73
russia,2019,11,192.09
russia,2020,2,181.33
russia,2020,5,164.34
russia,2020,8,160.89
russia,2020,11,171.09
russia,2021,2,179.27
russia,2021,5,174.38
russia,2021,8,179.7
russia,2021,11,178.85
russia,2022,2,179.96
russia,2022,5,121.32
russia,2022,8,112.76
russia,2022,11,124.49
russia,2023,1,111.94
russia,2023,2,119.5
russia,2023,3,136.25
russia,2023,4,139.69
russia,2023,5,144.91
russia,2023,6,151.41
russia,2023,7,156.6
russia,2023,8,159.98
russia,2023,9,161.89
russia,2023,10,164.48
russia,2023,11,163.84
russia,2023,12,162.64
russia,2024,1,167.26
russia,2024,2,166.09
russia,2024,3,160.77
russia,2024,4,162.43
russia,2024,5,163.14
russia,2024,6,166.84
russia,2024,7,161.77
russia,2024,8,160.4
russia,2024,9,154.97
russia,2024,10,161.46
russia,2024,11,163.98
russia,2024,12,164.82
russia,2025,1,163.47
russia,2025,2,164.94
russia,2025,3,163.54
russia,2025,4,166.94
russia,2025,5,164.82
russia,2025,6,180.55
russia,2025,7,175.23
russia,2025,8,172.98
russia,2025,9,169.08
russia,2025,10,174.94
russia,2025,11,173.8
russia,2025,12,177.81
russia,2026,1,183.58
russia,2026,2,179.75
russia,2026,3,180.37
south_africa,2006,2,126.73
south_africa,2006,5,128.46
south_africa,2006,8,130.46
south_africa,2006,11,136.18
south_africa,2007,2,142.53
south_africa,2007,5,140.17
south_africa,2007,8,149.14
south_africa,2007,11,143.67
south_africa,2008,2,146.65
south_africa,2008,5,144.99
south_africa,2008,8,150.15
south_africa,2008,11,147.39
south_africa,2009,2,143.97
south_africa,2009,5,141.67
south_africa,2009,8,147.01
south_africa,2009,11,149.86
south_africa,2010,2,147.74
south_africa,2010,5,153.43
south_africa,2010,8,156.74
south_africa,2010,11,156.55
south_africa,2011,2,162.15
south_africa,2011,5,156.38
south_africa,2011,8,147.87
south_africa,2011,11,144.52
south_africa,2012,2,138.42
south_africa,2012,5,131.87
south_africa,2012,8,136.85
south_africa,2012,11,129.93
south_africa,2013,2,137.36
south_africa,2013,5,142.54
south_africa,2013,8,147.25
south_africa,2013,11,144.5
south_africa,2014,2,137.89
south_africa,2014,5,145.08
south_africa,2014,8,144.87
south_africa,2014,11,144.25
south_africa,2015,2,142.71
south_africa,2015,5,139.64
south_africa,2015,8,131.55
south_africa,2015,11,130.56
south_africa,2016,2,134.74
south_africa,2016,5,126.5
south_africa,2016,8,126.69
south_africa,2016,11,122.92
south_africa,2017,2,123.3
south_africa,2017,5,125.33
south_africa,2017,8,121.93
south_africa,2017,11,126.37
south_africa,2018,2,118.21
south_africa,2018,5,119.26
south_africa,2018,8,120.48
south_africa,2018,11,115.52
south_africa,2019,2,116.76
south_africa,2019,5,114.5
south_africa,2019,8,113.34
south_africa,2019,11,115.88
south_africa,2020,2,114.99
south_africa,2020,5,114.18
south_africa,2020,8,117.28
south_africa,2020,11,113.35
south_africa,2021,2,114.84
south_africa,2021,5,114.36
south_africa,2021,8,112.37
south_africa,2021,11,108.14
south_africa,2022,2,112.74
south_africa,2022,5,110.76
south_africa,2022,8,112.36
south_africa,2022,11,103.31
south_africa,2023,1,98.31
south_africa,2023,2,99.58
south_africa,2023,3,102.48
south_africa,2023,4,110.9
south_africa,2023,5,113.6
south_africa,2023,6,115.16
south_africa,2023,7,117.77
south_africa,2023,8,116.12
south_africa,2023,9,111.84
south_africa,2023,10,112.74
south_africa,2023,11,112.19
south_africa,2023,12,108.72
south_africa,2024,1,112.72
south_africa,2024,2,107.21
south_africa,2024,3,109.06
south_africa,2024,4,103.46
south_africa,2024,5,109.96
south_africa,2024,6,109.89
south_africa,2024,7,106.97
south_africa,2024,8,107.3
south_africa,2024,9,105.12
south_africa,2024,10,101.0
south_africa,2024,11,99.27
south_africa,2024,12,99.34
south_africa,2025,1,103.56
south_africa,2025,2,104.55
south_africa,2025,3,101.63
south_africa,2025,4,101.55
south_africa,2025,5,106.18
south_africa,2025,6,107.2
south_africa,2025,7,116.37
south_africa,2025,8,107.47
south_africa,2025,9,104.64
south_africa,2025,10,105.56
south_africa,2025,11,103.22
south_africa,2025,12,107.4
south_africa,2026,1,113.14
south_africa,2026,2,118.04
south_africa,2026,3,117.87
turkiye,2006,2,163.39
turkiye,2006,5,162.12
turkiye,2006,8,172.27
turkiye,2006,11,174.52
turkiye,2007,2,167.55
turkiye,2007,5,171.21
turkiye,2007,8,177.78
turkiye,2007,11,182.47
turkiye,2008,2,195.04
turkiye,2008,5,194.95
turkiye,2008,8,191.95
turkiye,2008,11,187.23
turkiye,2009,2,179.73
turkiye,2009,5,159.11
turkiye,2009,8,170.84
turkiye,2009,11,169.29
turkiye,2010,2,168.59
turkiye,2010,5,167.45
turkiye,2010,8,175.38
turkiye,2010,11,180.53
turkiye,2011,2,186.74
turkiye,2011,5,187.68
turkiye,2011,8,192.87
turkiye,2011,11,187.39
turkiye,2012,2,194.88
turkiye,2012,5,200.84
turkiye,2012,8,209.43
turkiye,2012,11,219.59
turkiye,2013,2,217.07
turkiye,2013,5,219.95
turkiye,2013,8,217.6
turkiye,2013,11,216.01
turkiye,2014,2,220.27
turkiye,2014,5,217.91
turkiye,2014,8,219.91
turkiye,2014,11,226.06
turkiye,2015,2,226.47
turkiye,2015,5,220.14
turkiye,2015,8,220.4
turkiye,2015,11,217.03
turkiye,2016,2,216.95
turkiye,2016,5,218.0
turkiye,2016,8,220.75
turkiye,2016,11,225.74
turkiye,2017,2,227.97
turkiye,2017,5,227.15
turkiye,2017,8,230.56
turkiye,2017,11,238.45
turkiye,2018,2,242.1
turkiye,2018,5,236.03
turkiye,2018,8,235.36
turkiye,2018,11,231.43
turkiye,2019,2,229.04
turkiye,2019,5,229.76
turkiye,2019,8,228.43
turkiye,2019,11,232.19
turkiye,2020,2,225.81
turkiye,2020,5,230.07
turkiye,2020,8,227.97
turkiye,2020,11,225.97
turkiye,2021,2,231.22
turkiye,2021,5,230.75
turkiye,2021,8,229.37
turkiye,2021,11,234.64
turkiye,2022,2,246.25
turkiye,2022,5,246.85
turkiye,2022,8,250.69
turkiye,2022,11,263.91
turkiye,2023,1,264.46
turkiye,2023,2,272.95
turkiye,2023,3,264.84
turkiye,2023,4,267.86
turkiye,2023,5,270.86
turkiye,2023,6,276.82
turkiye,2023,7,282.49
turkiye,2023,8,287.57
turkiye,2023,9,286.58
turkiye,2023,10,284.75
turkiye,2023,11,284.5
turkiye,2023,12,282.15
turkiye,2024,1,281.68
turkiye,2024,2,286.94
turkiye,2024,3,284.49
turkiye,2024,4,288.64
turkiye,2024,5,283.16
turkiye,2024,6,280.65
turkiye,2024,7,276.2
turkiye,2024,8,275.21
turkiye,2024,9,270.08
turkiye,2024,10,273.29
turkiye,2024,11,275.94
turkiye,2024,12,288.75
turkiye,2025,1,289.98
turkiye,2025,2,299.23
turkiye,2025,3,302.25
turkiye,2025,4,302.85
turkiye,2025,5,318.5
turkiye,2025,6,316.42
turkiye,2025,7,317.25
turkiye,2025,8,319.84
turkiye,2025,9,314.02
turkiye,2025,10,306.33
turkiye,2025,11,301.12
turkiye,2025,12,299.14
turkiye,2026,1,305.57
turkiye,2026,2,307.72
turkiye,2026,3,307.9
united_kingdom,2006,2,488.02
united_kingdom,2006,5,498.17
united_kingdom,2006,8,500.67
united_kingdom,2006,11,506.75
united_kingdom,2007,2,497.23
united_kingdom,2007,5,487.51
united_kingdom,2007,8,475.95
united_kingdom,2007,11,474.94
united_kingdom,2008,2,474.45
united_kingdom,2008,5,477.86
united_kingdom,2008,8,468.74
united_kingdom,2008,11,448.1
united_kingdom,2009,2,450.42
united_kingdom,2009,5,454.0
united_kingdom,2009,8,427.26
united_kingdom,2009,11,424.89
united_kingdom,2010,2,421.35
united_kingdom,2010,5,422.81
united_kingdom,2010,8,423.99
united_kingdom,2010,11,417.42
united_kingdom,2011,2,433.18
united_kingdom,2011,5,421.68
united_kingdom,2011,8,409.94
united_kingdom,2011,11,410.32
united_kingdom,2012,2,403.67
united_kingdom,2012,5,389.6
united_kingdom,2012,8,382.65
united_kingdom,2012,11,381.27
united_kingdom,2013,2,378.63
united_kingdom,2013,5,376.68
united_kingdom,2013,8,379.63
united_kingdom,2013,11,373.41
united_kingdom,2014,2,382.37
united_kingdom,2014,5,395.4
united_kingdom,2014,8,409.6
united_kingdom,2014,11,396.52
united_kingdom,2015,2,404.02
united_kingdom,2015,5,402.08
united_kingdom,2015,8,400.83
united_kingdom,2015,11,404.76
united_kingdom,2016,2,408.22
united_kingdom,2016,5,412.1
united_kingdom,2016,8,404.18
united_kingdom,2016,11,390.54
united_kingdom,2017,2,401.52
united_kingdom,2017,5,400.63
united_kingdom,2017,8,403.74
united_kingdom,2017,11,397.64
united_kingdom,2018,2,395.65
united_kingdom,2018,5,405.81
united_kingdom,2018,8,401.18
united_kingdom,2018,11,390.32
united_kingdom,2019,2,400.13
united_kingdom,2019,5,395.02
united_kingdom,2019,8,398.73
united_kingdom,2019,11,400.64
united_kingdom,2020,2,386.94
united_kingdom,2020,5,371.21
united_kingdom,2020,8,384.15
united_kingdom,2020,11,391.97
united_kingdom,2021,2,395.59
united_kingdom,2021,5,384.79
united_kingdom,2021,8,376.02
united_kingdom,2021,11,381.35
united_kingdom,2022,2,379.52
united_kingdom,2022,5,385.19
united_kingdom,2022,8,375.9
united_kingdom,2022,11,386.02
united_kingdom,2023,1,378.23
united_kingdom,2023,2,371.42
united_kingdom,2023,3,371.59
united_kingdom,2023,4,373.83
united_kingdom,2023,5,374.69
united_kingdom,2023,6,374.43
united_kingdom,2023,7,375.11
united_kingdom,2023,8,374.2
united_kingdom,2023,9,376.55
united_kingdom,2023,10,373.9
united_kingdom,2023,11,374.68
united_kingdom,2023,12,384.83
united_kingdom,2024,1,384.75
united_kingdom,2024,2,377.61
united_kingdom,2024,3,373.81
united_kingdom,2024,4,380.37
united_kingdom,2024,5,380.76
united_kingdom,2024,6,380.44
united_kingdom,2024,7,382.91
united_kingdom,2024,8,375.97
united_kingdom,2024,9,377.09
united_kingdom,2024,10,380.49
united_kingdom,2024,11,379.87
united_kingdom,2024,12,381.35
united_kingdom,2025,1,393.64
united_kingdom,2025,2,390.55
united_kingdom,2025,3,389.68
united_kingdom,2025,4,390.46
united_kingdom,2025,5,391.98
united_kingdom,2025,6,395.72
united_kingdom,2025,7,401.6
united_kingdom,2025,8,396.39
united_kingdom,2025,9,391.46
united_kingdom,2025,10,384.13
united_kingdom,2025,11,390.02
united_kingdom,2025,12,392.7
united_kingdom,2026,1,398.59
united_kingdom,2026,2,390.38
united_kingdom,2026,3,393.02
united_states,2006,2,505.61
united_states,2006,5,518.29
united_states,2006,8,519.01
united_states,2006,11,510.85
united_states,2007,2,491.64
united_states,2007,5,500.43
united_states,2007,8,499.05
united_states,2007,11,482.52
united_states,2008,2,467.32
united_states,2008,5,464.46
united_states,2008,8,465.76
united_states,2008,11,467.55
united_states,2009,2,465.92
united_states,2009,5,468.28
united_states,2009,8,464.89
united_states,2009,11,449.11
united_states,2010,2,447.53
united_states,2010,5,457.66
united_states,2010,8,478.71
united_states,2010,11,480.68
united_states,2011,2,484.11
united_states,2011,5,493.96
united_states,2011,8,491.72
united_states,2011,11,467.49
united_states,2012,2,463.77
united_states,2012,5,476.05
united_states,2012,8,479.14
united_states,2012,11,482.29
united_states,2013,2,476.35
united_states,2013,5,483.49
united_states,2013,8,498.47
united_states,2013,11,501.4
united_states,2014,2,481.17
united_states,2014,5,491.61
united_states,2014,8,494.97
united_states,2014,11,484.87
united_states,2015,2,477.59
united_states,2015,5,483.06
united_states,2015,8,489.33
united_states,2015,11,486.32
united_states,2016,2,486.62
united_states,2016,5,485.25
united_states,2016,8,474.04
united_states,2016,11,455.54
united_states,2017,2,469.3
united_states,2017,5,471.23
united_states,2017,8,469.72
united_states,2017,11,469.74
united_states,2018,2,471.66
united_states,2018,5,478.07
united_states,2018,8,475.99
united_states,2018,11,475.67
united_states,2019,2,481.63
united_states,2019,5,478.04
united_states,2019,8,477.01
united_states,2019,11,486.97
united_states,2020,2,484.3
united_states,2020,5,481.97
united_states,2020,8,489.62
united_states,2020,11,493.15
united_states,2021,2,508.46
united_states,2021,5,502.22
united_states,2021,8,522.71
united_states,2021,11,535.94
united_states,2022,2,537.19
united_states,2022,5,533.47
united_states,2022,8,535.56
united_states,2022,11,523.46
united_states,2023,1,517.38
united_states,2023,2,510.4
united_states,2023,3,501.92
united_states,2023,4,516.37
united_states,2023,5,515.82
united_states,2023,6,506.77
united_states,2023,7,503.23
united_states,2023,8,506.95
united_states,2023,9,505.92
united_states,2023,10,506.32
united_states,2023,11,504.03
united_states,2023,12,504.11
united_states,2024,1,503.22
united_states,2024,2,493.77
united_states,2024,3,493.07
united_states,2024,4,492.19
united_states,2024,5,503.95
united_states,2024,6,499.56
united_states,2024,7,510.29
united_states,2024,8,513.06
united_states,2024,9,522.65
united_states,2024,10,521.04
united_states,2024,11,515.37
united_states,2024,12,508.57
united_states,2025,1,515.73
united_states,2025,2,511.29
united_states,2025,3,512.59
united_states,2025,4,517.24
united_states,2025,5,513.86
united_states,2025,6,520.2
united_states,2025,7,530.31
united_states,2025,8,527.02
united_states,2025,9,527.71
united_states,2025,10,515.46
united_states,2025,11,515.1
united_states,2025,12,514.34
united_states,2026,1,505.58
united_states,2026,2,511.02
united_states,2026,3,510.06
